Country Code,Series Code,Year,Value
IDN,NY.GDP.MKTP.CD,1974,25802409638.5542
IDN,NY.GDP.MKTP.CD,1975,30463855421.7602
IDN,NY.GDP.MKTP.CD,1976,37269156626.5958
IDN,NY.GDP.MKTP.CD,1977,45808915662.761
IDN,NY.GDP.MKTP.CD,1978,51455719100.27
IDN,NY.GDP.MKTP.CD,1979,51400186379.1873
IDN,NY.GDP.MKTP.CD,1980,72482337370.8551
IDN,NY.GDP.MKTP.CD,1981,85518233450.1818
IDN,NY.GDP.MKTP.CD,1982,90158449307.26
IDN,NY.GDP.MKTP.CD,1983,81052283404.2179
IDN,NY.GDP.MKTP.CD,1984,84853699994.5677
IDN,NY.GDP.MKTP.CD,1985,85289488375.4688
IDN,NY.GDP.MKTP.CD,1986,79954072569.4637
IDN,NY.GDP.MKTP.CD,1987,75929617576.2282
IDN,NY.GDP.MKTP.CD,1988,84300174475.7955
IDN,NY.GDP.MKTP.CD,1989,94451427898.007
IDN,NY.GDP.MKTP.CD,1990,106140727356.675
IDN,NY.GDP.MKTP.CD,1991,116621996217.133
IDN,NY.GDP.MKTP.CD,1992,128026966579.964
IDN,NY.GDP.MKTP.CD,1993,158006700301.533
